Area,Item,Value
Mongolia,Cream,0
Mongolia,"Fats, Animals, Raw",102
Mongolia,"Fish, Body Oil",0
Mongolia,"Fish, Liver Oil",0
Mongolia,Eggs,22
Mongolia,Milk - Excluding Butter,361
Mongolia,Freshwater Fish,0
Mongolia,Demersal Fish,0
Mongolia,Pelagic Fish,1
Mongolia,"Marine Fish, Other",0
Mongolia,Crustaceans,0
Mongolia,Cephalopods,0
Mongolia,"Molluscs, Other",0
Mongolia,Aquatic Plants,0
Mongolia,Infant food,2
Mongolia,Miscellaneous,8
Montenegro,Wheat and products,1002
Montenegro,Rice and products,23
Montenegro,Barley and products,0
Montenegro,Maize and products,39
Montenegro,Rye and products,5
Montenegro,Oats,1
Montenegro,Millet and products,0
Montenegro,"Cereals, Other",29
Montenegro,Cassava and products,0
Montenegro,Potatoes and products,51
Montenegro,Sweet potatoes,0
Montenegro,"Roots, Other",0
Montenegro,Sugar cane,0
Montenegro,Sugar beet,0
Montenegro,Sugar (Raw Equivalent),196
Montenegro,"Sweeteners, Other",104
Montenegro,Honey,10
Montenegro,Beans,21
Montenegro,Peas,22
Montenegro,"Pulses, Other and products",0
Montenegro,Nuts and products,24
Montenegro,Soyabeans,0
Montenegro,Groundnuts,15
Montenegro,Sunflower seed,1
Montenegro,Rape and Mustardseed,3
Montenegro,Coconuts - Incl Copra,2
Montenegro,Sesame seed,7
Montenegro,Olives (including preserved),3
Montenegro,"Oilcrops, Other",0
Montenegro,Soyabean Oil,0
Montenegro,Groundnut Oil,0
Montenegro,Sunflowerseed Oil,152
Montenegro,Rape and Mustard Oil,0
Montenegro,Palmkernel Oil,0
Montenegro,Coconut Oil,1
Montenegro,Sesameseed Oil,0
Montenegro,Olive Oil,9
Montenegro,Maize Germ Oil,0
Montenegro,"Oilcrops Oil, Other",45
Montenegro,Tomatoes and products,10
Montenegro,Onions,6
Montenegro,"Vegetables, other",59
Montenegro,"Oranges, Mandarines",24
Montenegro,"Lemons, Limes and products",3
Montenegro,Grapefruit and products,1
Montenegro,"Citrus, Other",1
Montenegro,Bananas,29
Montenegro,Plantains,0
Montenegro,Apples and products,14
Montenegro,Pineapples and products,1
Montenegro,Dates,2
Montenegro,Grapes and products (excl wine),15
Montenegro,"Fruits, other",77
Montenegro,Coffee and products,10
Montenegro,Cocoa Beans and products,80
Montenegro,Tea (including mate),0
Montenegro,Pepper,0
Montenegro,Pimento,2
Montenegro,Cloves,0
Montenegro,"Spices, Other",2
Montenegro,Wine,28
Montenegro,Beer,93
Montenegro,"Beverages, Fermented",1
Montenegro,"Beverages, Alcoholic",24
Montenegro,Bovine Meat,88
Montenegro,Mutton & Goat Meat,17
Montenegro,Pigmeat,363
Montenegro,Poultry Meat,54
Montenegro,"Meat, Other",0
Montenegro,"Offals, Edible",13
Montenegro,"Butter, Ghee",41
Montenegro,Cream,1
Montenegro,"Fats, Animals, Raw",41
Montenegro,"Fish, Body Oil",0
Montenegro,"Fish, Liver Oil",0
Montenegro,Eggs,49
Montenegro,Milk - Excluding Butter,532
Montenegro,Freshwater Fish,4
Montenegro,Demersal Fish,3
Montenegro,Pelagic Fish,14
Montenegro,"Marine Fish, Other",3
Montenegro,Crustaceans,1
Montenegro,Cephalopods,3
Montenegro,"Molluscs, Other",0
Montenegro,"Aquatic Animals, Others",0
Montenegro,Aquatic Plants,0
Montenegro,Infant food,3
Montenegro,Miscellaneous,20
Morocco,Wheat and products,1372
Morocco,Rice and products,18
Morocco,Barley and products,180
Morocco,Maize and products,346
Morocco,Rye and products,0
Morocco,Oats,1
Morocco,Millet and products,2
Morocco,Sorghum and products,0
Morocco,"Cereals, Other",0
Morocco,Cassava and products,0
Morocco,Potatoes and products,81
Morocco,Sweet potatoes,1
Morocco,Yams,0
Morocco,"Roots, Other",0
Morocco,Sugar (Raw Equivalent),328
Morocco,"Sweeteners, Other",3
Morocco,Honey,2
Morocco,Beans,1
Morocco,Peas,7
Morocco,"Pulses, Other and products",62
Morocco,Nuts and products,27
Morocco,Soyabeans,0
Morocco,Groundnuts,0
Morocco,Rape and Mustardseed,0
Morocco,Coconuts - Incl Copra,1
Morocco,Sesame seed,2
Morocco,Olives (including preserved),1
Morocco,"Oilcrops, Other",0
Morocco,Soyabean Oil,170
Morocco,Groundnut Oil,10
Morocco,Sunflowerseed Oil,39
Morocco,Rape and Mustard Oil,2
Morocco,Cottonseed Oil,0
Morocco,Coconut Oil,0
Morocco,Sesameseed Oil,0
Morocco,Olive Oil,92
Morocco,Ricebran Oil,0
Morocco,Maize Germ Oil,2
Morocco,"Oilcrops Oil, Other",8
Morocco,Tomatoes and products,10
Morocco,Onions,24
Morocco,"Vegetables, other",40
Morocco,"Oranges, Mandarines",44
Morocco,"Lemons, Limes and products",0
Morocco,Grapefruit and products,0
Morocco,"Citrus, Other",0
Morocco,Bananas,15
Morocco,Plantains,0
Morocco,Apples and products,25
Morocco,Pineapples and products,0
Morocco,Dates,18
Morocco,Grapes and products (excl wine),18
Morocco,"Fruits, other",36
Morocco,Coffee and products,1
Morocco,Cocoa Beans and products,4
Morocco,Tea (including mate),2
Morocco,Pepper,1
Morocco,Pimento,6
Morocco,Cloves,0
Morocco,"Spices, Other",10
Morocco,Wine,2
Morocco,Beer,3
Morocco,"Beverages, Fermented",0
Morocco,"Beverages, Alcoholic",1
Morocco,Bovine Meat,42
Morocco,Mutton & Goat Meat,28
Morocco,Pigmeat,0
Morocco,Poultry Meat,78
Morocco,"Meat, Other",5
Morocco,"Offals, Edible",9
Morocco,"Butter, Ghee",29
Morocco,Cream,0
Morocco,"Fats, Animals, Raw",19
Morocco,"Fish, Body Oil",0
Morocco,"Fish, Liver Oil",0
Morocco,Eggs,30
Morocco,Milk - Excluding Butter,73
Morocco,Freshwater Fish,1
Morocco,Demersal Fish,2
Morocco,Pelagic Fish,35
Morocco,"Marine Fish, Other",1
Morocco,Crustaceans,0
Morocco,Cephalopods,1
Morocco,"Molluscs, Other",0
Morocco,"Aquatic Animals, Others",0
Morocco,Aquatic Plants,0
Morocco,Infant food,1
Morocco,Miscellaneous,0
Mozambique,Wheat and products,162
Mozambique,Rice and products,253
Mozambique,Barley and products,0
Mozambique,Maize and products,419
Mozambique,Rye and products,0
Mozambique,Oats,0
Mozambique,Millet and products,10
Mozambique,Sorghum and products,39
Mozambique,"Cereals, Other",0
Mozambique,Cassava and products,510
Mozambique,Potatoes and products,18
Mozambique,Sweet potatoes,40
Mozambique,"Roots, Other",1
Mozambique,Sugar cane,7
Mozambique,Sugar (Raw Equivalent),112
Mozambique,"Sweeteners, Other",1
Mozambique,Honey,0
Mozambique,Beans,5
Mozambique,Peas,0
Mozambique,"Pulses, Other and products",83
Mozambique,Nuts and products,4
Mozambique,Soyabeans,0
Mozambique,Groundnuts,10
Mozambique,Rape and Mustardseed,0
Mozambique,Coconuts - Incl Copra,19
Mozambique,Olives (including preserved),0
Mozambique,"Oilcrops, Other",0
Mozambique,Soyabean Oil,23
Mozambique,Groundnut Oil,9
Mozambique,Sunflowerseed Oil,7
Mozambique,Rape and Mustard Oil,0
Mozambique,Cottonseed Oil,3
Mozambique,Palmkernel Oil,0
Mozambique,Palm Oil,100
Mozambique,Coconut Oil,17
Mozambique,Sesameseed Oil,11
Mozambique,Olive Oil,1
Mozambique,Maize Germ Oil,20
Mozambique,"Oilcrops Oil, Other",11
Mozambique,Tomatoes and products,11
Mozambique,Onions,12
Mozambique,"Vegetables, other",4
Mozambique,"Oranges, Mandarines",2
Mozambique,"Lemons, Limes and products",0
Mozambique,Grapefruit and products,0
Mozambique,"Citrus, Other",0
Mozambique,Bananas,31
Mozambique,Apples and products,0
Mozambique,Pineapples and products,1
Mozambique,Dates,0
Mozambique,Grapes and products (excl wine),0
Mozambique,"Fruits, other",8
Mozambique,Coffee and products,0
Mozambique,Cocoa Beans and products,1
Mozambique,Tea (including mate),1
Mozambique,Pepper,0
Mozambique,Pimento,0
Mozambique,Cloves,0
Mozambique,"Spices, Other",0
Mozambique,Wine,0
Mozambique,Beer,14
Mozambique,"Beverages, Fermented",1
Mozambique,"Beverages, Alcoholic",6
Mozambique,Bovine Meat,3
Mozambique,Mutton & Goat Meat,0
Mozambique,Pigmeat,38
Mozambique,Poultry Meat,14
Mozambique,"Meat, Other",0
Mozambique,"Offals, Edible",1
Mozambique,"Butter, Ghee",0
Mozambique,Cream,0
Mozambique,"Fats, Animals, Raw",6
Mozambique,"Fish, Body Oil",0
Mozambique,"Fish, Liver Oil",0
Mozambique,Eggs,5
Mozambique,Milk - Excluding Butter,10
Mozambique,Freshwater Fish,7
Mozambique,Demersal Fish,0
Mozambique,Pelagic Fish,3
Mozambique,"Marine Fish, Other",13
Mozambique,Crustaceans,1
Mozambique,Cephalopods,0
Mozambique,"Molluscs, Other",0
Mozambique,"Aquatic Animals, Others",0
Mozambique,Aquatic Plants,0
Mozambique,Infant food,0
Mozambique,Miscellaneous,1
Myanmar,Wheat and products,95
Myanmar,Rice and products,1175
Myanmar,Barley and products,0
Myanmar,Maize and products,27
Myanmar,Oats,0
Myanmar,Millet and products,3
Myanmar,Sorghum and products,19
Myanmar,"Cereals, Other",2
Myanmar,Cassava and products,18
Myanmar,Potatoes and products,22
Myanmar,Sweet potatoes,3
Myanmar,"Roots, Other",0
Myanmar,Sugar cane,0
Myanmar,Sugar non-centrifugal,134
Myanmar,Sugar (Raw Equivalent),30
Myanmar,"Sweeteners, Other",11
Myanmar,Honey,0
Myanmar,Beans,28
Myanmar,Peas,4
Myanmar,"Pulses, Other and products",101
Myanmar,Nuts and products,13
Myanmar,Soyabeans,7
Myanmar,Groundnuts,53
Myanmar,Sunflower seed,3
Myanmar,Coconuts - Incl Copra,95
Myanmar,Sesame seed,76
Myanmar,"Oilcrops, Other",0
Myanmar,Soyabean Oil,9
Myanmar,Groundnut Oil,83
Myanmar,Sunflowerseed Oil,23
Myanmar,Rape and Mustard Oil,0
Myanmar,Cottonseed Oil,15
Myanmar,Palmkernel Oil,1
Myanmar,Palm Oil,25
Myanmar,Coconut Oil,0
Myanmar,Sesameseed Oil,17
Myanmar,Olive Oil,0
Myanmar,Maize Germ Oil,0
Myanmar,"Oilcrops Oil, Other",1
Myanmar,Tomatoes and products,0
Myanmar,Onions,18
Myanmar,"Vegetables, other",46
Myanmar,"Oranges, Mandarines",1
Myanmar,"Lemons, Limes and products",0
Myanmar,Grapefruit and products,0
Myanmar,"Citrus, Other",0
Myanmar,Bananas,0
Myanmar,Plantains,26
Myanmar,Apples and products,0
Myanmar,Pineapples and products,0
Myanmar,Dates,0
Myanmar,Grapes and products (excl wine),0
Myanmar,"Fruits, other",29
Myanmar,Coffee and products,1
Myanmar,Cocoa Beans and products,0
Myanmar,Tea (including mate),2
Myanmar,Pepper,0
Myanmar,Pimento,20
Myanmar,Cloves,0
Myanmar,"Spices, Other",0
Myanmar,Wine,0
Myanmar,Beer,5
Myanmar,"Beverages, Fermented",0
Myanmar,"Beverages, Alcoholic",3
Myanmar,Bovine Meat,50
Myanmar,Mutton & Goat Meat,8
Myanmar,Pigmeat,193
Myanmar,Poultry Meat,114
Myanmar,"Meat, Other",0
Myanmar,"Offals, Edible",9
Myanmar,"Butter, Ghee",19
Myanmar,Cream,0
Myanmar,"Fats, Animals, Raw",35
Myanmar,"Fish, Body Oil",0
Myanmar,"Fish, Liver Oil",0
Myanmar,Eggs,37
Myanmar,Milk - Excluding Butter,63
Myanmar,Freshwater Fish,61
Myanmar,Demersal Fish,0
Myanmar,Pelagic Fish,1
Myanmar,"Marine Fish, Other",45
Myanmar,Crustaceans,0
Myanmar,Cephalopods,0
Myanmar,"Molluscs, Other",0
Myanmar,"Aquatic Animals, Others",0
Myanmar,Aquatic Plants,0
Myanmar,Infant food,0
Myanmar,Miscellaneous,3
Namibia,Wheat and products,438
Namibia,Rice and products,62
Namibia,Maize and products,438
Namibia,Rye and products,1
Namibia,Oats,3
Namibia,Millet and products,114
Namibia,Sorghum and products,6
Namibia,"Cereals, Other",2
Namibia,Cassava and products,0
Namibia,Potatoes and products,26
Namibia,Sweet potatoes,1
Namibia,Yams,0
Namibia,"Roots, Other",274
Namibia,Sugar cane,0
Namibia,Sugar beet,0
Namibia,Sugar (Raw Equivalent),240
Namibia,"Sweeteners, Other",45
Namibia,Honey,0
Namibia,Beans,2
Namibia,Peas,0
Namibia,"Pulses, Other and products",77
Namibia,Nuts and products,3
Namibia,Soyabeans,0
Namibia,Groundnuts,6
Namibia,Rape and Mustardseed,2
Namibia,Coconuts - Incl Copra,0
Namibia,Sesame seed,0
Namibia,Olives (including preserved),0
Namibia,"Oilcrops, Other",0
Namibia,Soyabean Oil,4
Namibia,Groundnut Oil,0
Namibia,Sunflowerseed Oil,160
Namibia,Cottonseed Oil,5
Namibia,Palmkernel Oil,0
Namibia,Coconut Oil,0
Namibia,Sesameseed Oil,0
Namibia,Olive Oil,5
Namibia,Maize Germ Oil,0
Namibia,"Oilcrops Oil, Other",40
Namibia,Tomatoes and products,2
Namibia,Onions,8
Namibia,"Vegetables, other",13
Namibia,"Oranges, Mandarines",8
Namibia,"Lemons, Limes and products",1
Namibia,Grapefruit and products,0
Namibia,"Citrus, Other",0
Namibia,Bananas,2
Namibia,Plantains,2
Namibia,Apples and products,10
Namibia,Pineapples and products,1
Namibia,Dates,0
Namibia,Grapes and products (excl wine),1
Namibia,"Fruits, other",31
Namibia,Coffee and products,2
Namibia,Cocoa Beans and products,9
Namibia,Tea (including mate),1
Namibia,Pepper,2
Namibia,Pimento,0
Namibia,Cloves,0
Namibia,"Spices, Other",11
Namibia,Wine,33
Namibia,Beer,66
Namibia,"Beverages, Fermented",9
Namibia,"Beverages, Alcoholic",57
Namibia,Bovine Meat,14
Namibia,Mutton & Goat Meat,15
Namibia,Pigmeat,37
Namibia,Poultry Meat,30
Namibia,"Meat, Other",20
Namibia,"Offals, Edible",7
Namibia,"Butter, Ghee",15
Namibia,"Fats, Animals, Raw",21
Namibia,"Fish, Body Oil",0
Namibia,"Fish, Liver Oil",0
Namibia,Eggs,4
Namibia,Milk - Excluding Butter,105
Namibia,Freshwater Fish,3
Namibia,Demersal Fish,2
Namibia,Pelagic Fish,16
Namibia,"Marine Fish, Other",1
Namibia,Crustaceans,0
Namibia,Cephalopods,2
Namibia,"Molluscs, Other",0
Namibia,"Aquatic Animals, Others",0
Namibia,Aquatic Plants,0
Namibia,Infant food,5
Namibia,Miscellaneous,7
Nauru,Wheat and products,424
Nauru,Rice and products,131
Nauru,Barley and products,5
Nauru,Maize and products,2
Nauru,Oats,1
Nauru,"Cereals, Other",1
Nauru,Potatoes and products,43
Nauru,Sweet potatoes,1
Nauru,"Roots, Other",1
Nauru,Sugar (Raw Equivalent),404
Nauru,"Sweeteners, Other",53
Nauru,Honey,1
Nauru,Peas,47
Nauru,"Pulses, Other and products",3
Nauru,Nuts and products,0
Nauru,Soyabeans,4
Nauru,Groundnuts,1
Nauru,Rape and Mustardseed,0
Nauru,Coconuts - Incl Copra,642
Nauru,Sesame seed,0
Nauru,Olives (including preserved),0
Nauru,"Oilcrops, Other",1
Nauru,Soyabean Oil,13
Nauru,Sunflowerseed Oil,38
Nauru,Rape and Mustard Oil,2
Nauru,Palm Oil,49
Nauru,Coconut Oil,136
Nauru,Olive Oil,2
Nauru,"Oilcrops Oil, Other",27
Nauru,Tomatoes and products,2
Nauru,Onions,3
Nauru,"Vegetables, other",24
Nauru,"Oranges, Mandarines",5
Nauru,"Lemons, Limes and products",0
Nauru,Bananas,1
Nauru,Apples and products,7
Nauru,Pineapples and products,1
Nauru,Grapes and products (excl wine),0
Nauru,"Fruits, other",62
Nauru,Coffee and products,0
Nauru,Cocoa Beans and products,10
Nauru,Tea (including mate),0
Nauru,Pepper,0
Nauru,Cloves,0
Nauru,"Spices, Other",1
Nauru,Wine,1
Nauru,Beer,0
Nauru,"Beverages, Fermented",0
Nauru,"Beverages, Alcoholic",24
Nauru,Bovine Meat,126
Nauru,Mutton & Goat Meat,41
Nauru,Pigmeat,245
Nauru,Poultry Meat,181
Nauru,"Meat, Other",21
Nauru,"Offals, Edible",6
Nauru,"Butter, Ghee",45
Nauru,Cream,0
Nauru,"Fats, Animals, Raw",14
Nauru,Eggs,39
Nauru,Milk - Excluding Butter,135
Nauru,Freshwater Fish,0
Nauru,Demersal Fish,2
Nauru,Pelagic Fish,94
Nauru,"Marine Fish, Other",16
Nauru,Infant food,2
Nauru,Miscellaneous,28
Nepal,Wheat and products,402
Nepal,Rice and products,871
Nepal,Barley and products,5
Nepal,Maize and products,313
Nepal,Rye and products,0
Nepal,Oats,0
Nepal,Millet and products,88
Nepal,Sorghum and products,0
Nepal,"Cereals, Other",4
Nepal,Cassava and products,0
Nepal,Potatoes and products,161
Nepal,Sweet potatoes,0
Nepal,"Roots, Other",14
Nepal,Sugar cane,26
Nepal,Sugar beet,0
Nepal,Sugar non-centrifugal,1
Nepal,Sugar (Raw Equivalent),71
Nepal,"Sweeteners, Other",5
Nepal,Honey,1
Nepal,Beans,13
Nepal,Peas,10
Nepal,"Pulses, Other and products",106
Nepal,Nuts and products,11
Nepal,Soyabeans,0
Nepal,Groundnuts,2
Nepal,Sunflower seed,0
Nepal,Rape and Mustardseed,3
Nepal,Coconuts - Incl Copra,3
Nepal,Sesame seed,1
Nepal,Olives (including preserved),0
Nepal,"Oilcrops, Other",0
Nepal,Soyabean Oil,110
Nepal,Groundnut Oil,2
Nepal,Sunflowerseed Oil,21
Nepal,Rape and Mustard Oil,64
Nepal,Cottonseed Oil,0
Nepal,Palmkernel Oil,0
Nepal,Palm Oil,23
Nepal,Coconut Oil,1
Nepal,Sesameseed Oil,0
Nepal,Olive Oil,0
Nepal,Ricebran Oil,9
Nepal,Maize Germ Oil,0
Nepal,"Oilcrops Oil, Other",31
Nepal,Tomatoes and products,1
Nepal,Onions,4
Nepal,"Vegetables, other",93
Nepal,"Oranges, Mandarines",4
Nepal,"Lemons, Limes and products",1
Nepal,Grapefruit and products,0
Nepal,"Citrus, Other",0
Nepal,Bananas,18
Nepal,Plantains,0
Nepal,Apples and products,5
Nepal,Pineapples and products,0
Nepal,Dates,0
Nepal,Grapes and products (excl wine),1
Nepal,"Fruits, other",37
Nepal,Coffee and products,0
Nepal,Cocoa Beans and products,2
Nepal,Tea (including mate),1
Nepal,Pepper,1
Nepal,Pimento,15
Nepal,Cloves,0
Nepal,"Spices, Other",52
Nepal,Wine,0
Nepal,Beer,5
Nepal,"Beverages, Fermented",0
Nepal,"Beverages, Alcoholic",15
Nepal,Bovine Meat,28
Nepal,Mutton & Goat Meat,13
Nepal,Pigmeat,10
Nepal,Poultry Meat,8
Nepal,"Meat, Other",0
Nepal,"Offals, Edible",8
Nepal,"Butter, Ghee",45
Nepal,Cream,0
Nepal,"Fats, Animals, Raw",27
Nepal,"Fish, Body Oil",0
Nepal,"Fish, Liver Oil",0
Nepal,Eggs,9
Nepal,Milk - Excluding Butter,105
Nepal,Freshwater Fish,6
Nepal,Demersal Fish,0
Nepal,Pelagic Fish,0
Nepal,"Marine Fish, Other",0
Nepal,Crustaceans,0
Nepal,Cephalopods,0
Nepal,"Molluscs, Other",0
Nepal,"Aquatic Animals, Others",0
Nepal,Aquatic Plants,0
Nepal,Infant food,0
Nepal,Miscellaneous,1
Netherlands,Wheat and products,645
Netherlands,Rice and products,32
Netherlands,Barley and products,17
Netherlands,Maize and products,22
Netherlands,Rye and products,10
Netherlands,Oats,15
Netherlands,"Cereals, Other",124
Netherlands,Potatoes and products,130
Netherlands,Sweet potatoes,1
Netherlands,Yams,0
Netherlands,"Roots, Other",0
Netherlands,Sugar (Raw Equivalent),388
Netherlands,"Sweeteners, Other",40
Netherlands,Honey,4
Netherlands,Beans,3
Netherlands,Peas,12
Netherlands,"Pulses, Other and products",6
Netherlands,Nuts and products,39
Netherlands,Soyabeans,0
Netherlands,Groundnuts,17
Netherlands,Sunflower seed,0
Netherlands,Rape and Mustardseed,6
Netherlands,Coconuts - Incl Copra,12
Netherlands,Sesame seed,3
Netherlands,Olives (including preserved),2
Netherlands,"Oilcrops, Other",0
Netherlands,Soyabean Oil,94
Netherlands,Groundnut Oil,73
Netherlands,Sunflowerseed Oil,13
Netherlands,Palm Oil,29
Netherlands,Olive Oil,24
Netherlands,Maize Germ Oil,16
Netherlands,"Oilcrops Oil, Other",89
Netherlands,Tomatoes and products,15
Netherlands,Onions,12
Netherlands,"Vegetables, other",60
Netherlands,"Oranges, Mandarines",39
Netherlands,"Lemons, Limes and products",1
Netherlands,Grapefruit and products,3
Netherlands,"Citrus, Other",1
Netherlands,Bananas,28
Netherlands,Plantains,3
Netherlands,Apples and products,39
Netherlands,Pineapples and products,4
Netherlands,Dates,1
Netherlands,Grapes and products (excl wine),20
Netherlands,"Fruits, other",38
Netherlands,Coffee and products,8
Netherlands,Cocoa Beans and products,3
Netherlands,Tea (including mate),1
Netherlands,Pepper,3
Netherlands,Pimento,3
Netherlands,Cloves,0
Netherlands,"Spices, Other",8
Netherlands,Wine,39
Netherlands,Beer,88
Netherlands,"Beverages, Fermented",0
Netherlands,"Beverages, Alcoholic",32
Netherlands,Bovine Meat,90
Netherlands,Mutton & Goat Meat,6
Netherlands,Pigmeat,153
Netherlands,Poultry Meat,18
Netherlands,"Meat, Other",20
Netherlands,"Offals, Edible",5
Netherlands,"Butter, Ghee",101
Netherlands,Cream,9
Netherlands,"Fats, Animals, Raw",126
Netherlands,"Fish, Body Oil",0
Netherlands,"Fish, Liver Oil",0
Netherlands,Eggs,87
Netherlands,Milk - Excluding Butter,499
Netherlands,Freshwater Fish,2
Netherlands,Demersal Fish,12
Netherlands,Pelagic Fish,24
Netherlands,"Marine Fish, Other",0
Netherlands,Crustaceans,4
Netherlands,Cephalopods,0
Netherlands,"Molluscs, Other",1
Netherlands,"Aquatic Animals, Others",0
Netherlands,Aquatic Plants,0
New Caledonia,Wheat and products,824
New Caledonia,Rice and products,206
New Caledonia,Barley and products,1
New Caledonia,Maize and products,1
New Caledonia,Rye and products,0
New Caledonia,Oats,0
New Caledonia,Millet and products,3
New Caledonia,"Cereals, Other",2
New Caledonia,Cassava and products,6
New Caledonia,Potatoes and products,39
New Caledonia,Sweet potatoes,3
New Caledonia,Yams,10
New Caledonia,"Roots, Other",2
New Caledonia,Sugar (Raw Equivalent),253
New Caledonia,"Sweeteners, Other",18
New Caledonia,Honey,4
New Caledonia,Beans,7
New Caledonia,Peas,0
New Caledonia,"Pulses, Other and products",6
New Caledonia,Nuts and products,9
New Caledonia,Soyabeans,2
New Caledonia,Groundnuts,8
New Caledonia,Sunflower seed,0
New Caledonia,Rape and Mustardseed,6
New Caledonia,Coconuts - Incl Copra,64
New Caledonia,Sesame seed,0
New Caledonia,Olives (including preserved),0
New Caledonia,Soyabean Oil,3
New Caledonia,Groundnut Oil,1
New Caledonia,Sunflowerseed Oil,180
New Caledonia,Rape and Mustard Oil,11
New Caledonia,Palmkernel Oil,0
New Caledonia,Palm Oil,5
New Caledonia,Coconut Oil,5
New Caledonia,Sesameseed Oil,0
New Caledonia,Olive Oil,27
New Caledonia,Maize Germ Oil,0
New Caledonia,"Oilcrops Oil, Other",72
New Caledonia,Tomatoes and products,2
New Caledonia,Onions,0
New Caledonia,"Vegetables, other",53
New Caledonia,"Oranges, Mandarines",11
New Caledonia,"Lemons, Limes and products",1
New Caledonia,Grapefruit and products,0
New Caledonia,"Citrus, Other",0
New Caledonia,Bananas,12
New Caledonia,Plantains,1
New Caledonia,Apples and products,9
New Caledonia,Pineapples and products,2
New Caledonia,Dates,0
New Caledonia,Grapes and products (excl wine),3
New Caledonia,"Fruits, other",45
New Caledonia,Coffee and products,5
New Caledonia,Cocoa Beans and products,40
New Caledonia,Tea (including mate),0
New Caledonia,Pepper,1
New Caledonia,Pimento,1
New Caledonia,Cloves,0
New Caledonia,"Spices, Other",6
New Caledonia,Wine,29
New Caledonia,Beer,54
New Caledonia,"Beverages, Fermented",0
New Caledonia,"Beverages, Alcoholic",20
New Caledonia,Bovine Meat,104
New Caledonia,Mutton & Goat Meat,10
New Caledonia,Pigmeat,151
New Caledonia,Poultry Meat,130
New Caledonia,"Meat, Other",12
New Caledonia,"Offals, Edible",9
New Caledonia,"Butter, Ghee",38
New Caledonia,Cream,14
New Caledonia,"Fats, Animals, Raw",18
New Caledonia,"Fish, Body Oil",0
New Caledonia,Eggs,35
New Caledonia,Milk - Excluding Butter,220
New Caledonia,Freshwater Fish,2
New Caledonia,Demersal Fish,3
New Caledonia,Pelagic Fish,35
New Caledonia,"Marine Fish, Other",4
New Caledonia,Crustaceans,1
New Caledonia,Cephalopods,1
New Caledonia,"Molluscs, Other",2
New Caledonia,"Aquatic Animals, Others",0
New Caledonia,Aquatic Plants,0
New Caledonia,Infant food,16
New Caledonia,Miscellaneous,26
New Zealand,Wheat and products,735
New Zealand,Rice and products,108
New Zealand,Barley and products,5
New Zealand,Maize and products,56
New Zealand,Rye and products,0
New Zealand,Oats,26
New Zealand,"Cereals, Other",24
New Zealand,Cassava and products,5
New Zealand,Potatoes and products,74
New Zealand,Sweet potatoes,4
New Zealand,Yams,0
New Zealand,"Roots, Other",2
New Zealand,Sugar cane,0
New Zealand,Sugar beet,0
New Zealand,Sugar (Raw Equivalent),445
New Zealand,"Sweeteners, Other",74
New Zealand,Honey,23
New Zealand,Beans,11
New Zealand,Peas,7
New Zealand,"Pulses, Other and products",12
New Zealand,Nuts and products,41
New Zealand,Soyabeans,5
New Zealand,Groundnuts,38
New Zealand,Sunflower seed,3
New Zealand,Rape and Mustardseed,3
New Zealand,Coconuts - Incl Copra,10
New Zealand,Sesame seed,3
New Zealand,Olives (including preserved),1
New Zealand,"Oilcrops, Other",1
New Zealand,Soyabean Oil,52
New Zealand,Groundnut Oil,1
New Zealand,Sunflowerseed Oil,39
New Zealand,Rape and Mustard Oil,69
New Zealand,Cottonseed Oil,5
New Zealand,Palmkernel Oil,1
New Zealand,Palm Oil,13
New Zealand,Coconut Oil,5
New Zealand,Sesameseed Oil,2
New Zealand,Olive Oil,33
New Zealand,Maize Germ Oil,15
New Zealand,"Oilcrops Oil, Other",21
New Zealand,Tomatoes and products,11
New Zealand,"Vegetables, other",63
New Zealand,"Oranges, Mandarines",6
New Zealand,"Lemons, Limes and products",0
New Zealand,Grapefruit and products,0
New Zealand,"Citrus, Other",2
New Zealand,Bananas,28
New Zealand,Plantains,0
New Zealand,Apples and products,19
New Zealand,Pineapples and products,6
New Zealand,Dates,1
New Zealand,Grapes and products (excl wine),11
New Zealand,"Fruits, other",44
New Zealand,Coffee and products,7
New Zealand,Cocoa Beans and products,48
New Zealand,Tea (including mate),1
New Zealand,Pepper,1
New Zealand,Pimento,1
New Zealand,Cloves,0
New Zealand,"Spices, Other",8
New Zealand,Wine,11
New Zealand,Beer,66
New Zealand,"Beverages, Fermented",2
New Zealand,"Beverages, Alcoholic",8
New Zealand,Bovine Meat,58
New Zealand,Mutton & Goat Meat,88
New Zealand,Pigmeat,109
New Zealand,Poultry Meat,114
New Zealand,"Meat, Other",13
New Zealand,"Offals, Edible",40
New Zealand,"Butter, Ghee",150
New Zealand,Cream,1
New Zealand,"Fats, Animals, Raw",50
New Zealand,"Fish, Body Oil",0
New Zealand,"Fish, Liver Oil",0
New Zealand,Eggs,43
New Zealand,Milk - Excluding Butter,170
New Zealand,Freshwater Fish,6
New Zealand,Demersal Fish,15
New Zealand,Pelagic Fish,16
New Zealand,"Marine Fish, Other",0
New Zealand,Crustaceans,4
New Zealand,Cephalopods,4
New Zealand,"Molluscs, Other",1
New Zealand,"Aquatic Animals, Others",0
New Zealand,Aquatic Plants,0
New Zealand,Miscellaneous,0
Nicaragua,Wheat and products,221
Nicaragua,Rice and products,460
Nicaragua,Barley and products,0
