Area,Item,Value
Malta,Demersal Fish,3.47
Malta,Pelagic Fish,6.15
Malta,"Marine Fish, Other",1.58
Malta,Crustaceans,1.89
Malta,Cephalopods,1.31
Malta,"Molluscs, Other",4.34
Malta,"Aquatic Animals, Others",0
Malta,Aquatic Plants,0
Malta,Infant food,0.52
Malta,Miscellaneous,0
Mauritania,Wheat and products,114.02
Mauritania,Rice and products,70.7
Mauritania,Barley and products,0.31
Mauritania,Maize and products,6.68
Mauritania,Rye and products,0
Mauritania,Oats,0
Mauritania,Millet and products,0.46
Mauritania,Sorghum and products,11.76
Mauritania,"Cereals, Other",0.68
Mauritania,Potatoes and products,4.16
Mauritania,Sweet potatoes,1.53
Mauritania,Yams,0.61
Mauritania,"Roots, Other",0
Mauritania,Sugar (Raw Equivalent),37.81
Mauritania,"Sweeteners, Other",1.51
Mauritania,Honey,0.02
Mauritania,Beans,2.9
Mauritania,Peas,1.87
Mauritania,"Pulses, Other and products",5.41
Mauritania,Nuts and products,0
Mauritania,Soyabeans,0.01
Mauritania,Groundnuts,0.07
Mauritania,Rape and Mustardseed,0
Mauritania,Cottonseed,0
Mauritania,Coconuts - Incl Copra,0.01
Mauritania,Sesame seed,0
Mauritania,Olives (including preserved),0.04
Mauritania,"Oilcrops, Other",0.52
Mauritania,Soyabean Oil,6.19
Mauritania,Groundnut Oil,1.09
Mauritania,Sunflowerseed Oil,0.14
Mauritania,Rape and Mustard Oil,0.04
Mauritania,Palmkernel Oil,0.19
Mauritania,Palm Oil,3.09
Mauritania,Olive Oil,0.05
Mauritania,Maize Germ Oil,0
Mauritania,"Oilcrops Oil, Other",0.45
Mauritania,Tomatoes and products,1.6
Mauritania,Onions,8.06
Mauritania,"Vegetables, other",24.6
Mauritania,"Oranges, Mandarines",0.04
Mauritania,Grapefruit and products,0
Mauritania,"Citrus, Other",1.21
Mauritania,Bananas,1.22
Mauritania,Plantains,0.01
Mauritania,Apples and products,0.34
Mauritania,Pineapples and products,0.11
Mauritania,Dates,5.19
Mauritania,Grapes and products (excl wine),0.01
Mauritania,"Fruits, other",4.36
Mauritania,Coffee and products,0.2
Mauritania,Cocoa Beans and products,0
Mauritania,Tea (including mate),3.92
Mauritania,Pepper,0.12
Mauritania,Pimento,0
Mauritania,"Spices, Other",0
Mauritania,Bovine Meat,6.42
Mauritania,Mutton & Goat Meat,12.24
Mauritania,Poultry Meat,6.07
Mauritania,"Meat, Other",6.35
Mauritania,"Offals, Edible",3.66
Mauritania,"Butter, Ghee",0.29
Mauritania,Cream,0.17
Mauritania,"Fats, Animals, Raw",0.56
Mauritania,"Fish, Body Oil",0
Mauritania,"Fish, Liver Oil",0
Mauritania,Eggs,2.01
Mauritania,Milk - Excluding Butter,81.61
Mauritania,Freshwater Fish,3.32
Mauritania,Demersal Fish,0.15
Mauritania,Pelagic Fish,3.33
Mauritania,"Marine Fish, Other",0.63
Mauritania,Crustaceans,0.11
Mauritania,Cephalopods,0.14
Mauritania,"Molluscs, Other",1
Mauritania,"Aquatic Animals, Others",0
Mauritania,Aquatic Plants,0
Mauritania,Infant food,0.16
Mauritania,Miscellaneous,2.57
Mauritius,Wheat and products,108.56
Mauritius,Rice and products,52.11
Mauritius,Barley and products,0.99
Mauritius,Maize and products,2.96
Mauritius,Oats,0.52
Mauritius,Sorghum and products,0
Mauritius,"Cereals, Other",0.27
Mauritius,Cassava and products,0.56
Mauritius,Potatoes and products,21.98
Mauritius,Sweet potatoes,0.33
Mauritius,"Roots, Other",0.65
Mauritius,Sugar cane,28.91
Mauritius,Sugar (Raw Equivalent),33.27
Mauritius,"Sweeteners, Other",12.97
Mauritius,Honey,0.3
Mauritius,Beans,1.46
Mauritius,Peas,3.14
Mauritius,"Pulses, Other and products",4.96
Mauritius,Nuts and products,0.5
Mauritius,Soyabeans,0.57
Mauritius,Groundnuts,1.95
Mauritius,Sunflower seed,0.03
Mauritius,Rape and Mustardseed,0
Mauritius,Coconuts - Incl Copra,2.31
Mauritius,Sesame seed,0.06
Mauritius,Olives (including preserved),0.18
Mauritius,"Oilcrops, Other",0.08
Mauritius,Soyabean Oil,11.32
Mauritius,Groundnut Oil,0
Mauritius,Sunflowerseed Oil,4.07
Mauritius,Rape and Mustard Oil,0.1
Mauritius,Cottonseed Oil,0.08
Mauritius,Palmkernel Oil,0.07
Mauritius,Palm Oil,0.47
Mauritius,Coconut Oil,0.02
Mauritius,Sesameseed Oil,0.03
Mauritius,Olive Oil,0.72
Mauritius,Maize Germ Oil,0.04
Mauritius,"Oilcrops Oil, Other",2.94
Mauritius,Tomatoes and products,13.05
Mauritius,Onions,13.97
Mauritius,"Vegetables, other",44.62
Mauritius,"Oranges, Mandarines",7.35
Mauritius,"Lemons, Limes and products",1.34
Mauritius,Grapefruit and products,0.59
Mauritius,"Citrus, Other",0.66
Mauritius,Bananas,5.18
Mauritius,Apples and products,5.02
Mauritius,Pineapples and products,4.98
Mauritius,Dates,0.31
Mauritius,Grapes and products (excl wine),1.01
Mauritius,"Fruits, other",10.93
Mauritius,Coffee and products,0.65
Mauritius,Cocoa Beans and products,0
Mauritius,Tea (including mate),1.45
Mauritius,Pepper,0.08
Mauritius,Pimento,0.22
Mauritius,Cloves,0.03
Mauritius,"Spices, Other",1.58
Mauritius,Bovine Meat,5.22
Mauritius,Mutton & Goat Meat,3.74
Mauritius,Poultry Meat,41.41
Mauritius,"Meat, Other",0.77
Mauritius,"Offals, Edible",1.17
Mauritius,"Butter, Ghee",1.14
Mauritius,Cream,1.77
Mauritius,"Fats, Animals, Raw",0.2
Mauritius,"Fish, Body Oil",0
Mauritius,"Fish, Liver Oil",0
Mauritius,Eggs,7.25
Mauritius,Milk - Excluding Butter,18.74
Mauritius,Freshwater Fish,1.21
Mauritius,Demersal Fish,2.32
Mauritius,Pelagic Fish,12.04
Mauritius,"Marine Fish, Other",3.8
Mauritius,Crustaceans,2.67
Mauritius,Cephalopods,1.49
Mauritius,"Molluscs, Other",0.49
Mauritius,"Aquatic Animals, Others",0.02
Mauritius,Aquatic Plants,0
Mauritius,Infant food,0.74
Mauritius,Miscellaneous,9.61
Mexico,Wheat and products,33.34
Mexico,Rice and products,8.56
Mexico,Barley and products,0
Mexico,Maize and products,121.08
Mexico,Rye and products,0
Mexico,Oats,0.72
Mexico,"Cereals, Other",0
Mexico,Cassava and products,0.17
Mexico,Potatoes and products,14.88
Mexico,Sweet potatoes,0.32
Mexico,"Roots, Other",1.21
Mexico,Sugar cane,0.51
Mexico,Sugar non-centrifugal,0.29
Mexico,Sugar (Raw Equivalent),34.27
Mexico,"Sweeteners, Other",9.39
Mexico,Honey,0.17
Mexico,Beans,7.74
Mexico,Peas,0.13
Mexico,"Pulses, Other and products",1.66
Mexico,Nuts and products,1.27
Mexico,Soyabeans,0.01
Mexico,Groundnuts,2.44
Mexico,Sunflower seed,0.03
Mexico,Rape and Mustardseed,0
Mexico,Coconuts - Incl Copra,0.17
Mexico,Sesame seed,0.03
Mexico,Olives (including preserved),0.23
Mexico,"Oilcrops, Other",0
Mexico,Soyabean Oil,4.7
Mexico,Groundnut Oil,0.02
Mexico,Sunflowerseed Oil,0.4
Mexico,Rape and Mustard Oil,0.73
Mexico,Cottonseed Oil,0.01
Mexico,Palm Oil,3.33
Mexico,Coconut Oil,0
Mexico,Sesameseed Oil,0.07
Mexico,Olive Oil,0.15
Mexico,Maize Germ Oil,0.31
Mexico,"Oilcrops Oil, Other",0.06
Mexico,Tomatoes and products,16.87
Mexico,Onions,8.94
Mexico,"Vegetables, other",39.24
Mexico,"Oranges, Mandarines",32.63
Mexico,"Lemons, Limes and products",11.77
Mexico,Grapefruit and products,2.72
Mexico,"Citrus, Other",0.39
Mexico,Bananas,12.74
Mexico,Plantains,0
Mexico,Apples and products,6.84
Mexico,Pineapples and products,7.21
Mexico,Dates,0.1
Mexico,Grapes and products (excl wine),2.37
Mexico,"Fruits, other",42.27
Mexico,Coffee and products,0.59
Mexico,Cocoa Beans and products,0
Mexico,Tea (including mate),0.02
Mexico,Pepper,0.04
Mexico,Pimento,0.45
Mexico,Cloves,0
Mexico,"Spices, Other",0.59
Mexico,Bovine Meat,14.89
Mexico,Mutton & Goat Meat,0.88
Mexico,Poultry Meat,36.47
Mexico,"Meat, Other",0.63
Mexico,"Offals, Edible",5.44
Mexico,"Butter, Ghee",0.22
Mexico,Cream,0.01
Mexico,"Fats, Animals, Raw",1.95
Mexico,"Fish, Body Oil",0
Mexico,"Fish, Liver Oil",0
Mexico,Eggs,20.39
Mexico,Milk - Excluding Butter,92.17
Mexico,Freshwater Fish,4.37
Mexico,Demersal Fish,1.46
Mexico,Pelagic Fish,4.24
Mexico,"Marine Fish, Other",0.17
Mexico,Crustaceans,2.28
Mexico,Cephalopods,0.43
Mexico,"Molluscs, Other",0.74
Mexico,"Aquatic Animals, Others",0.1
Mexico,Aquatic Plants,0
Mexico,Infant food,0
Mexico,Miscellaneous,0.32
Micronesia (Federated States of),Wheat and products,17.59
Micronesia (Federated States of),Rice and products,81.17
Micronesia (Federated States of),Maize and products,0.46
Micronesia (Federated States of),Sorghum and products,0.14
Micronesia (Federated States of),"Cereals, Other",0.65
Micronesia (Federated States of),Cassava and products,74.48
Micronesia (Federated States of),Potatoes and products,0.03
Micronesia (Federated States of),Sweet potatoes,25.47
Micronesia (Federated States of),"Roots, Other",0
Micronesia (Federated States of),Sugar (Raw Equivalent),9.68
Micronesia (Federated States of),"Sweeteners, Other",22.07
Micronesia (Federated States of),Honey,0
Micronesia (Federated States of),Beans,0
Micronesia (Federated States of),"Pulses, Other and products",0
Micronesia (Federated States of),Nuts and products,0.05
Micronesia (Federated States of),Soyabeans,2.16
Micronesia (Federated States of),Groundnuts,0.21
Micronesia (Federated States of),Coconuts - Incl Copra,175.72
Micronesia (Federated States of),"Oilcrops, Other",0
Micronesia (Federated States of),Soyabean Oil,0.04
Micronesia (Federated States of),Rape and Mustard Oil,0
Micronesia (Federated States of),Palm Oil,2.58
Micronesia (Federated States of),Coconut Oil,0.22
Micronesia (Federated States of),Sesameseed Oil,0
Micronesia (Federated States of),"Oilcrops Oil, Other",0.7
Micronesia (Federated States of),Tomatoes and products,0
Micronesia (Federated States of),Onions,0
Micronesia (Federated States of),"Vegetables, other",31.59
Micronesia (Federated States of),"Oranges, Mandarines",0.12
Micronesia (Federated States of),"Lemons, Limes and products",0
Micronesia (Federated States of),"Citrus, Other",0.03
Micronesia (Federated States of),Bananas,16.42
Micronesia (Federated States of),Plantains,2.48
Micronesia (Federated States of),Apples and products,0.04
Micronesia (Federated States of),Pineapples and products,0.27
Micronesia (Federated States of),"Fruits, other",9.38
Micronesia (Federated States of),Coffee and products,0.55
Micronesia (Federated States of),Cocoa Beans and products,0.27
Micronesia (Federated States of),Tea (including mate),0.04
Micronesia (Federated States of),Pepper,0
Micronesia (Federated States of),Pimento,0
Micronesia (Federated States of),"Spices, Other",0
Micronesia (Federated States of),Bovine Meat,4.73
Micronesia (Federated States of),Mutton & Goat Meat,0.19
Micronesia (Federated States of),Poultry Meat,36.61
Micronesia (Federated States of),"Meat, Other",0.01
Micronesia (Federated States of),"Offals, Edible",1.09
Micronesia (Federated States of),"Butter, Ghee",0.03
Micronesia (Federated States of),"Fats, Animals, Raw",0.92
Micronesia (Federated States of),Eggs,5.93
Micronesia (Federated States of),Milk - Excluding Butter,3.52
Micronesia (Federated States of),Freshwater Fish,0.05
Micronesia (Federated States of),Demersal Fish,0.05
Micronesia (Federated States of),Pelagic Fish,21.16
Micronesia (Federated States of),"Marine Fish, Other",26.02
Micronesia (Federated States of),Crustaceans,0.25
Micronesia (Federated States of),Cephalopods,0.19
Micronesia (Federated States of),"Molluscs, Other",0.01
Micronesia (Federated States of),"Aquatic Animals, Others",0.15
Micronesia (Federated States of),Aquatic Plants,0
Micronesia (Federated States of),Miscellaneous,26.42
Mongolia,Wheat and products,92.3
Mongolia,Rice and products,8.03
Mongolia,Barley and products,0
Mongolia,Maize and products,0.93
Mongolia,Oats,3.89
Mongolia,Sorghum and products,0
Mongolia,"Cereals, Other",3.23
Mongolia,Cassava and products,0.2
Mongolia,Potatoes and products,48.57
Mongolia,Sweet potatoes,0
Mongolia,"Roots, Other",0
Mongolia,Sugar (Raw Equivalent),8.53
Mongolia,"Sweeteners, Other",52.28
Mongolia,Honey,0.13
Mongolia,Beans,0
Mongolia,Peas,0.03
Mongolia,"Pulses, Other and products",0.35
Mongolia,Nuts and products,0.96
Mongolia,Soyabeans,0.11
Mongolia,Groundnuts,0.12
Mongolia,Sunflower seed,0.06
Mongolia,Rape and Mustardseed,0
Mongolia,Coconuts - Incl Copra,0
Mongolia,Sesame seed,0
Mongolia,Olives (including preserved),0.02
Mongolia,"Oilcrops, Other",0
Mongolia,Soyabean Oil,1.44
Mongolia,Groundnut Oil,0
Mongolia,Sunflowerseed Oil,3.37
Mongolia,Rape and Mustard Oil,0.11
Mongolia,Palmkernel Oil,0
Mongolia,Palm Oil,1.38
Mongolia,Coconut Oil,0.06
Mongolia,Sesameseed Oil,0.01
Mongolia,Olive Oil,0.06
Mongolia,Maize Germ Oil,0
Mongolia,"Oilcrops Oil, Other",2.18
Mongolia,Tomatoes and products,1.1
Mongolia,Onions,8.23
Mongolia,"Vegetables, other",48.38
Mongolia,"Oranges, Mandarines",0.96
Mongolia,"Lemons, Limes and products",0.03
Mongolia,Grapefruit and products,0.02
Mongolia,"Citrus, Other",0.03
Mongolia,Bananas,0.83
Mongolia,Plantains,0
Mongolia,Apples and products,4
Mongolia,Pineapples and products,0.24
Mongolia,Dates,0.02
Mongolia,Grapes and products (excl wine),0.29
Mongolia,"Fruits, other",4.08
Mongolia,Coffee and products,0.69
Mongolia,Cocoa Beans and products,0
Mongolia,Tea (including mate),0.59
Mongolia,Pepper,0.02
Mongolia,Pimento,0
Mongolia,Cloves,0
Mongolia,"Spices, Other",0.02
Mongolia,Bovine Meat,26.27
Mongolia,Mutton & Goat Meat,64.48
Mongolia,Poultry Meat,4.35
Mongolia,"Meat, Other",13.19
Mongolia,"Offals, Edible",30.17
Mongolia,"Butter, Ghee",3.91
Mongolia,Cream,0.04
Mongolia,"Fats, Animals, Raw",3.92
Mongolia,"Fish, Body Oil",0
Mongolia,"Fish, Liver Oil",0
Mongolia,Eggs,5.66
Mongolia,Milk - Excluding Butter,161.33
Mongolia,Freshwater Fish,0.02
Mongolia,Demersal Fish,0.01
Mongolia,Pelagic Fish,0.42
Mongolia,"Marine Fish, Other",0.1
Mongolia,Crustaceans,0.01
Mongolia,Cephalopods,0
Mongolia,"Molluscs, Other",0
Mongolia,Aquatic Plants,0
Mongolia,Infant food,0.18
Mongolia,Miscellaneous,6.75
Montenegro,Wheat and products,121.49
Montenegro,Rice and products,2.29
Montenegro,Barley and products,0.04
Montenegro,Maize and products,4.62
Montenegro,Rye and products,0.77
Montenegro,Oats,0.1
Montenegro,Millet and products,0.01
Montenegro,"Cereals, Other",2.89
Montenegro,Cassava and products,0
Montenegro,Potatoes and products,26.81
Montenegro,Sweet potatoes,0.04
Montenegro,"Roots, Other",0
Montenegro,Sugar cane,0
Montenegro,Sugar beet,0.01
Montenegro,Sugar (Raw Equivalent),20.24
Montenegro,"Sweeteners, Other",96.6
Montenegro,Honey,1.17
Montenegro,Beans,2.25
Montenegro,Peas,2.28
Montenegro,"Pulses, Other and products",0.05
Montenegro,Nuts and products,2.05
Montenegro,Soyabeans,0.02
Montenegro,Groundnuts,1.01
Montenegro,Sunflower seed,0.11
Montenegro,Rape and Mustardseed,0
Montenegro,Coconuts - Incl Copra,0.21
Montenegro,Sesame seed,0.42
Montenegro,Olives (including preserved),0.98
Montenegro,"Oilcrops, Other",0
Montenegro,Soyabean Oil,0
Montenegro,Groundnut Oil,0
Montenegro,Sunflowerseed Oil,6.27
Montenegro,Rape and Mustard Oil,0.01
Montenegro,Palmkernel Oil,0.02
Montenegro,Coconut Oil,0.04
Montenegro,Sesameseed Oil,0
Montenegro,Olive Oil,0.39
Montenegro,Maize Germ Oil,0
Montenegro,"Oilcrops Oil, Other",2.29
Montenegro,Tomatoes and products,14.61
Montenegro,Onions,7.57
Montenegro,"Vegetables, other",76.31
Montenegro,"Oranges, Mandarines",25.94
Montenegro,"Lemons, Limes and products",6.75
Montenegro,Grapefruit and products,1.11
Montenegro,"Citrus, Other",0.41
Montenegro,Bananas,17.59
Montenegro,Plantains,0
Montenegro,Apples and products,10.66
Montenegro,Pineapples and products,1.12
Montenegro,Dates,0.46
Montenegro,Grapes and products (excl wine),9.82
Montenegro,"Fruits, other",53.68
Montenegro,Coffee and products,7.62
Montenegro,Cocoa Beans and products,0.02
Montenegro,Tea (including mate),0.21
Montenegro,Pepper,0.04
Montenegro,Pimento,0.21
Montenegro,Cloves,0
Montenegro,"Spices, Other",0.18
Montenegro,Bovine Meat,14.44
Montenegro,Mutton & Goat Meat,2.38
Montenegro,Poultry Meat,15.79
Montenegro,"Meat, Other",0.05
Montenegro,"Offals, Edible",3.63
Montenegro,"Butter, Ghee",2.04
Montenegro,Cream,0.18
Montenegro,"Fats, Animals, Raw",1.94
Montenegro,"Fish, Body Oil",0
Montenegro,"Fish, Liver Oil",0
Montenegro,Eggs,12.68
Montenegro,Milk - Excluding Butter,348.09
Montenegro,Freshwater Fish,2.36
Montenegro,Demersal Fish,3.19
Montenegro,Pelagic Fish,5.61
Montenegro,"Marine Fish, Other",1.07
Montenegro,Crustaceans,0.88
Montenegro,Cephalopods,1.45
Montenegro,"Molluscs, Other",0.94
Montenegro,"Aquatic Animals, Others",0.07
Montenegro,Aquatic Plants,0
Montenegro,Infant food,0.33
Montenegro,Miscellaneous,17.89
Morocco,Wheat and products,177.04
Morocco,Rice and products,2.72
Morocco,Barley and products,25.74
Morocco,Maize and products,45.8
Morocco,Rye and products,0.05
Morocco,Oats,0.24
Morocco,Millet and products,0.17
Morocco,Sorghum and products,0.01
Morocco,"Cereals, Other",0.01
Morocco,Cassava and products,0
Morocco,Potatoes and products,41.34
Morocco,Sweet potatoes,0.21
Morocco,Yams,0
Morocco,"Roots, Other",0
Morocco,Sugar (Raw Equivalent),33.4
Morocco,"Sweeteners, Other",0.57
Morocco,Honey,0.22
Morocco,Beans,0.09
Morocco,Peas,0.76
Morocco,"Pulses, Other and products",6.34
Morocco,Nuts and products,3.35
Morocco,Soyabeans,0.01
Morocco,Groundnuts,0.01
Morocco,Rape and Mustardseed,0
Morocco,Coconuts - Incl Copra,0.06
Morocco,Sesame seed,0.14
Morocco,Olives (including preserved),0.46
Morocco,"Oilcrops, Other",0
Morocco,Soyabean Oil,7.02
Morocco,Groundnut Oil,0.41
Morocco,Sunflowerseed Oil,1.6
Morocco,Rape and Mustard Oil,0.1
Morocco,Cottonseed Oil,0
Morocco,Coconut Oil,0.01
Morocco,Sesameseed Oil,0
Morocco,Olive Oil,3.78
Morocco,Ricebran Oil,0
Morocco,Maize Germ Oil,0.09
Morocco,"Oilcrops Oil, Other",0.41
Morocco,Tomatoes and products,18.52
Morocco,Onions,22.11
Morocco,"Vegetables, other",58.87
Morocco,"Oranges, Mandarines",46.87
Morocco,"Lemons, Limes and products",0.72
Morocco,Grapefruit and products,0
Morocco,"Citrus, Other",0.11
Morocco,Bananas,9.36
Morocco,Plantains,0.04
Morocco,Apples and products,18.59
Morocco,Pineapples and products,0.28
Morocco,Dates,3.37
Morocco,Grapes and products (excl wine),11.25
Morocco,"Fruits, other",23.91
Morocco,Coffee and products,1.1
Morocco,Cocoa Beans and products,0
Morocco,Tea (including mate),2.14
Morocco,Pepper,0.1
Morocco,Pimento,0.67
Morocco,Cloves,0
Morocco,"Spices, Other",1.07
Morocco,Bovine Meat,8.06
Morocco,Mutton & Goat Meat,5.24
Morocco,Poultry Meat,23.23
Morocco,"Meat, Other",1.76
Morocco,"Offals, Edible",2.85
Morocco,"Butter, Ghee",1.42
Morocco,Cream,0.05
Morocco,"Fats, Animals, Raw",0.85
Morocco,"Fish, Body Oil",0
Morocco,"Fish, Liver Oil",0
Morocco,Eggs,8.82
Morocco,Milk - Excluding Butter,22.74
Morocco,Freshwater Fish,0.57
Morocco,Demersal Fish,1.71
Morocco,Pelagic Fish,15.05
Morocco,"Marine Fish, Other",0.8
Morocco,Crustaceans,0.08
Morocco,Cephalopods,0.36
Morocco,"Molluscs, Other",0.03
Morocco,"Aquatic Animals, Others",0
Morocco,Aquatic Plants,0
Morocco,Infant food,0.13
Morocco,Miscellaneous,0
Mozambique,Wheat and products,20.36
Mozambique,Rice and products,38.97
Mozambique,Barley and products,0
Mozambique,Maize and products,48.16
Mozambique,Rye and products,0.01
Mozambique,Oats,0.01
Mozambique,Millet and products,1.2
Mozambique,Sorghum and products,4.62
Mozambique,"Cereals, Other",0
Mozambique,Cassava and products,170.02
Mozambique,Potatoes and products,9.52
Mozambique,Sweet potatoes,15.09
Mozambique,"Roots, Other",0.3
Mozambique,Sugar cane,8.76
Mozambique,Sugar (Raw Equivalent),11.49
Mozambique,"Sweeteners, Other",0.23
Mozambique,Honey,0.03
Mozambique,Beans,0.54
Mozambique,Peas,0
Mozambique,"Pulses, Other and products",8.99
Mozambique,Nuts and products,1.02
Mozambique,Soyabeans,0
Mozambique,Groundnuts,1.02
Mozambique,Rape and Mustardseed,0
Mozambique,Coconuts - Incl Copra,4.65
Mozambique,Olives (including preserved),0.01
Mozambique,"Oilcrops, Other",0
Mozambique,Soyabean Oil,0.96
Mozambique,Groundnut Oil,0.35
Mozambique,Sunflowerseed Oil,0.27
Mozambique,Rape and Mustard Oil,0
Mozambique,Cottonseed Oil,0.13
Mozambique,Palmkernel Oil,0
Mozambique,Palm Oil,4.12
Mozambique,Coconut Oil,0.7
Mozambique,Sesameseed Oil,0.45
Mozambique,Olive Oil,0.04
Mozambique,Ricebran Oil,0
Mozambique,Maize Germ Oil,0.81
Mozambique,"Oilcrops Oil, Other",0.41
Mozambique,Tomatoes and products,20.8
Mozambique,Onions,11.4
Mozambique,"Vegetables, other",6.4
Mozambique,"Oranges, Mandarines",2.18
Mozambique,"Lemons, Limes and products",0.11
Mozambique,Grapefruit and products,0.27
Mozambique,"Citrus, Other",0
Mozambique,Bananas,18.96
Mozambique,Apples and products,0.16
Mozambique,Pineapples and products,1.7
Mozambique,Dates,0.01
Mozambique,Grapes and products (excl wine),0.05
Mozambique,"Fruits, other",6.76
Mozambique,Coffee and products,0.07
Mozambique,Cocoa Beans and products,0
Mozambique,Tea (including mate),1.1
Mozambique,Pepper,0
Mozambique,Pimento,0
Mozambique,Cloves,0
Mozambique,"Spices, Other",0.02
Mozambique,Bovine Meat,0.56
Mozambique,Mutton & Goat Meat,0.08
Mozambique,Poultry Meat,3.99
Mozambique,"Meat, Other",0.01
Mozambique,"Offals, Edible",0.28
Mozambique,"Butter, Ghee",0.01
Mozambique,Cream,0.01
Mozambique,"Fats, Animals, Raw",0.28
Mozambique,"Fish, Body Oil",0
Mozambique,"Fish, Liver Oil",0
Mozambique,Eggs,1.34
Mozambique,Milk - Excluding Butter,3.75
Mozambique,Freshwater Fish,3.93
Mozambique,Demersal Fish,0.28
Mozambique,Pelagic Fish,1.45
Mozambique,"Marine Fish, Other",7.39
Mozambique,Crustaceans,0.65
Mozambique,Cephalopods,0.11
Mozambique,"Molluscs, Other",0.01
Mozambique,"Aquatic Animals, Others",0
Mozambique,Aquatic Plants,0
Mozambique,Infant food,0.04
Mozambique,Miscellaneous,1.15
Myanmar,Wheat and products,10.54
Myanmar,Rice and products,189.66
Myanmar,Barley and products,0
Myanmar,Maize and products,3.02
Myanmar,Rye and products,0
Myanmar,Oats,0
Myanmar,Millet and products,0.33
Myanmar,Sorghum and products,1.99
Myanmar,"Cereals, Other",0.19
Myanmar,Cassava and products,6.41
Myanmar,Potatoes and products,9.57
Myanmar,Sweet potatoes,1.16
Myanmar,"Roots, Other",0
Myanmar,Sugar cane,0
Myanmar,Sugar non-centrifugal,13.7
Myanmar,Sugar (Raw Equivalent),3.06
Myanmar,"Sweeteners, Other",10.41
Myanmar,Honey,0.04
Myanmar,Beans,3.01
Myanmar,Peas,0.46
Myanmar,"Pulses, Other and products",10.51
Myanmar,Nuts and products,1.96
Myanmar,Soyabeans,0.66
Myanmar,Groundnuts,5.07
Myanmar,Sunflower seed,0.48
Myanmar,Rape and Mustardseed,0
Myanmar,Coconuts - Incl Copra,23.1
Myanmar,Sesame seed,4.74
Myanmar,"Oilcrops, Other",0
Myanmar,Soyabean Oil,0.37
Myanmar,Groundnut Oil,3.42
Myanmar,Sunflowerseed Oil,0.94
Myanmar,Rape and Mustard Oil,0
Myanmar,Cottonseed Oil,0.64
Myanmar,Palmkernel Oil,0.06
Myanmar,Palm Oil,1.02
Myanmar,Coconut Oil,0
Myanmar,Sesameseed Oil,0.7
Myanmar,Olive Oil,0
Myanmar,Ricebran Oil,0
Myanmar,Maize Germ Oil,0
Myanmar,"Oilcrops Oil, Other",0
Myanmar,Tomatoes and products,0.04
Myanmar,Onions,17.14
Myanmar,"Vegetables, other",62.99
Myanmar,"Oranges, Mandarines",0.83
Myanmar,"Lemons, Limes and products",0
Myanmar,Grapefruit and products,0.01
Myanmar,"Citrus, Other",0
Myanmar,Bananas,0
Myanmar,Plantains,13.49
Myanmar,Apples and products,0.33
Myanmar,Pineapples and products,0
Myanmar,Dates,0
Myanmar,Grapes and products (excl wine),0.08
Myanmar,"Fruits, other",22.78
Myanmar,Coffee and products,0.57
Myanmar,Cocoa Beans and products,0
Myanmar,Tea (including mate),1.83
Myanmar,Pepper,0
Myanmar,Pimento,2.58
Myanmar,Cloves,0
Myanmar,"Spices, Other",0.02
Myanmar,Bovine Meat,8.92
Myanmar,Mutton & Goat Meat,1.73
Myanmar,Poultry Meat,29.23
Myanmar,"Meat, Other",0
Myanmar,"Offals, Edible",2.92
Myanmar,"Butter, Ghee",0.96
Myanmar,Cream,0
Myanmar,"Fats, Animals, Raw",1.73
Myanmar,"Fish, Body Oil",0
Myanmar,"Fish, Liver Oil",0
Myanmar,Eggs,9.45
Myanmar,Milk - Excluding Butter,17.62
Myanmar,Freshwater Fish,32.1
Myanmar,Demersal Fish,0
Myanmar,Pelagic Fish,0.27
Myanmar,"Marine Fish, Other",12.87
Myanmar,Crustaceans,0.07
Myanmar,Cephalopods,0
Myanmar,"Molluscs, Other",0.01
Myanmar,"Aquatic Animals, Others",0.02
Myanmar,Aquatic Plants,0
Myanmar,Infant food,0.02
Myanmar,Miscellaneous,2.42
Namibia,Wheat and products,54.57
Namibia,Rice and products,8.33
Namibia,Maize and products,53.31
Namibia,Rye and products,0.13
Namibia,Oats,0.3
Namibia,Millet and products,13.36
Namibia,Sorghum and products,0.68
Namibia,"Cereals, Other",0.23
Namibia,Cassava and products,0
Namibia,Potatoes and products,14.08
Namibia,Sweet potatoes,0.27
Namibia,Yams,0.01
Namibia,"Roots, Other",109.97
Namibia,Sugar cane,0
Namibia,Sugar beet,0
Namibia,Sugar (Raw Equivalent),24.94
Namibia,"Sweeteners, Other",32.61
Namibia,Honey,0.06
Namibia,Beans,0.17
Namibia,Peas,0.04
Namibia,"Pulses, Other and products",8.18
Namibia,Nuts and products,0.21
Namibia,Soyabeans,0.04
Namibia,Groundnuts,0.39
Namibia,Rape and Mustardseed,0
Namibia,Coconuts - Incl Copra,0.02
Namibia,Sesame seed,0.01
Namibia,Olives (including preserved),0.09
Namibia,"Oilcrops, Other",0
Namibia,Soyabean Oil,0.18
Namibia,Groundnut Oil,0
Namibia,Sunflowerseed Oil,6.61
Namibia,Cottonseed Oil,0.19
Namibia,Palmkernel Oil,0
Namibia,Coconut Oil,0.01
Namibia,Sesameseed Oil,0.01
Namibia,Olive Oil,0.19
Namibia,Maize Germ Oil,0
Namibia,"Oilcrops Oil, Other",1.99
