,,,2019 [2019],2019 [2019],2019 [2019]
,,,Unit,Value,Flag Description
Mali [133],Food supply (kcal/capita/day),"Fruits, other [2625]",kcal/capita/day,55,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Grapefruit and products [2613],kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Grapes and products (excl wine) [2620],kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Groundnut Oil [2572],kcal/capita/day,35,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Groundnuts [2552],kcal/capita/day,24,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Honey [2745],kcal/capita/day,1,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Infant food [2680],kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),"Lemons, Limes and products [2612]",kcal/capita/day,1,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Maize and products [2514],kcal/capita/day,390,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),"Meat, Aquatic Mammals [2768]",,,
Mali [133],Food supply (kcal/capita/day),Milk - Excluding Butter [2848],kcal/capita/day,97,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Millet and products [2517],kcal/capita/day,516,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),"Molluscs, Other [2767]",kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Mutton & Goat Meat [2732],kcal/capita/day,40,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Nuts and products [2551],kcal/capita/day,22,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Oats [2516],kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),"Oilcrops, Other [2570]",kcal/capita/day,4,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Olives (including preserved) [2563],kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Onions [2602],kcal/capita/day,4,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),"Oranges, Mandarines [2611]",kcal/capita/day,5,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Palm Oil [2577],kcal/capita/day,17,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Palm kernels [2562],,,
Mali [133],Food supply (kcal/capita/day),Palmkernel Oil [2576],kcal/capita/day,10,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Peas [2547],kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Pepper [2640],kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Pigmeat [2733],kcal/capita/day,1,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Pineapples and products [2618],kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Plantains [2616],kcal/capita/day,3,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Potatoes and products [2531],kcal/capita/day,13,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Poultry Meat [2734],kcal/capita/day,8,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),"Pulses, Other and products [2549]",kcal/capita/day,85,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Rape and Mustard Oil [2574],kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Rape and Mustardseed [2558],kcal/capita/day,2,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Rice and products [2807],kcal/capita/day,538,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),"Roots, Other [2534]",kcal/capita/day,3,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Rye and products [2515],kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Sesame seed [2561],kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Sesameseed Oil [2579],kcal/capita/day,1,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Sorghum and products [2518],kcal/capita/day,342,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Soyabean Oil [2571],kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Soyabeans [2555],kcal/capita/day,1,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Sugar (Raw Equivalent) [2542],kcal/capita/day,116,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Sugar beet [2537],,,
Mali [133],Food supply (kcal/capita/day),Sugar cane [2536],,,
Mali [133],Food supply (kcal/capita/day),Sugar non-centrifugal [2541],,,
Mali [133],Food supply (kcal/capita/day),Sunflower seed [2557],kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Sunflowerseed Oil [2573],kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Sweet potatoes [2533],kcal/capita/day,41,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),"Sweeteners, Other [2543]",kcal/capita/day,0,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Tea (including mate) [2635],kcal/capita/day,1,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Tomatoes and products [2601],kcal/capita/day,5,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),"Vegetables, other [2605]",kcal/capita/day,64,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Wheat and products [2511],kcal/capita/day,143,Calculated data [Fc]
Mali [133],Food supply (kcal/capita/day),Yams [2535],kcal/capita/day,10,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Apples and products [2617],kcal/capita/day,13,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Aquatic Plants [2775],kcal/capita/day,0,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Bananas [2615],kcal/capita/day,32,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Barley and products [2513],kcal/capita/day,0,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Beans [2546],kcal/capita/day,9,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),"Beverages, Fermented [2657]",kcal/capita/day,2,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Bovine Meat [2731],kcal/capita/day,64,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),"Butter, Ghee [2740]",kcal/capita/day,25,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Cassava and products [2532],kcal/capita/day,1,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Cephalopods [2766],kcal/capita/day,5,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),"Cereals, Other [2520]",kcal/capita/day,5,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Cocoa Beans and products [2633],kcal/capita/day,62,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Coconut Oil [2578],kcal/capita/day,2,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Coconuts - Incl Copra [2560],kcal/capita/day,2,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Coffee and products [2630],kcal/capita/day,8,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Cottonseed Oil [2575],kcal/capita/day,0,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Cottonseed [2559],,,
Malta [134],Food supply (kcal/capita/day),Cream [2743],kcal/capita/day,2,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Crustaceans [2765],kcal/capita/day,2,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Dates [2619],kcal/capita/day,4,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Eggs [2744],kcal/capita/day,47,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),"Fruits, other [2625]",kcal/capita/day,25,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Grapefruit and products [2613],kcal/capita/day,0,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Grapes and products (excl wine) [2620],kcal/capita/day,7,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Groundnut Oil [2572],kcal/capita/day,0,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Groundnuts [2552],kcal/capita/day,19,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Honey [2745],kcal/capita/day,3,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Infant food [2680],kcal/capita/day,5,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),"Lemons, Limes and products [2612]",kcal/capita/day,1,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Maize and products [2514],kcal/capita/day,34,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),"Meat, Aquatic Mammals [2768]",,,
Malta [134],Food supply (kcal/capita/day),Milk - Excluding Butter [2848],kcal/capita/day,317,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Millet and products [2517],,,
Malta [134],Food supply (kcal/capita/day),"Molluscs, Other [2767]",kcal/capita/day,3,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Mutton & Goat Meat [2732],kcal/capita/day,7,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Nuts and products [2551],kcal/capita/day,40,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Oats [2516],kcal/capita/day,13,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),"Oilcrops, Other [2570]",kcal/capita/day,0,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Olives (including preserved) [2563],kcal/capita/day,8,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Onions [2602],kcal/capita/day,18,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),"Oranges, Mandarines [2611]",kcal/capita/day,19,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Palm Oil [2577],,,
Malta [134],Food supply (kcal/capita/day),Palm kernels [2562],,,
Malta [134],Food supply (kcal/capita/day),Palmkernel Oil [2576],,,
Malta [134],Food supply (kcal/capita/day),Peas [2547],kcal/capita/day,4,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Pepper [2640],kcal/capita/day,1,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Pigmeat [2733],kcal/capita/day,146,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Pineapples and products [2618],kcal/capita/day,3,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Plantains [2616],kcal/capita/day,0,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Potatoes and products [2531],kcal/capita/day,75,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Poultry Meat [2734],kcal/capita/day,95,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),"Pulses, Other and products [2549]",kcal/capita/day,3,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Rape and Mustard Oil [2574],,,
Malta [134],Food supply (kcal/capita/day),Rape and Mustardseed [2558],kcal/capita/day,0,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Rice and products [2807],kcal/capita/day,57,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),"Roots, Other [2534]",kcal/capita/day,0,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Rye and products [2515],kcal/capita/day,0,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Sesame seed [2561],kcal/capita/day,4,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Sesameseed Oil [2579],kcal/capita/day,1,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Sorghum and products [2518],,,
Malta [134],Food supply (kcal/capita/day),Soyabean Oil [2571],kcal/capita/day,61,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Soyabeans [2555],kcal/capita/day,0,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Sugar (Raw Equivalent) [2542],kcal/capita/day,414,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Sugar beet [2537],,,
Malta [134],Food supply (kcal/capita/day),Sugar cane [2536],kcal/capita/day,0,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Sugar non-centrifugal [2541],,,
Malta [134],Food supply (kcal/capita/day),Sunflower seed [2557],kcal/capita/day,2,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Sunflowerseed Oil [2573],kcal/capita/day,83,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Sweet potatoes [2533],kcal/capita/day,0,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),"Sweeteners, Other [2543]",kcal/capita/day,73,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Tea (including mate) [2635],kcal/capita/day,1,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Tomatoes and products [2601],kcal/capita/day,31,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),"Vegetables, other [2605]",kcal/capita/day,70,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Wheat and products [2511],kcal/capita/day,945,Calculated data [Fc]
Malta [134],Food supply (kcal/capita/day),Yams [2535],,,
Mauritania [136],Food supply (kcal/capita/day),Apples and products [2617],kcal/capita/day,1,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Aquatic Plants [2775],kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Bananas [2615],kcal/capita/day,2,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Barley and products [2513],kcal/capita/day,2,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Beans [2546],kcal/capita/day,28,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),"Beverages, Fermented [2657]",kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Bovine Meat [2731],kcal/capita/day,42,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),"Butter, Ghee [2740]",kcal/capita/day,6,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Cassava and products [2532],,,
Mauritania [136],Food supply (kcal/capita/day),Cephalopods [2766],kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),"Cereals, Other [2520]",kcal/capita/day,7,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Cocoa Beans and products [2633],kcal/capita/day,3,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Coconut Oil [2578],kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Coconuts - Incl Copra [2560],kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Coffee and products [2630],kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Cottonseed Oil [2575],,,
Mauritania [136],Food supply (kcal/capita/day),Cottonseed [2559],,,
Mauritania [136],Food supply (kcal/capita/day),Cream [2743],kcal/capita/day,1,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Crustaceans [2765],kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Dates [2619],kcal/capita/day,26,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Eggs [2744],kcal/capita/day,8,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),"Fruits, other [2625]",kcal/capita/day,5,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Grapefruit and products [2613],kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Grapes and products (excl wine) [2620],kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Groundnut Oil [2572],kcal/capita/day,7,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Groundnuts [2552],kcal/capita/day,1,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Honey [2745],kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Infant food [2680],kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),"Lemons, Limes and products [2612]",kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Maize and products [2514],kcal/capita/day,56,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),"Meat, Aquatic Mammals [2768]",,,
Mauritania [136],Food supply (kcal/capita/day),Milk - Excluding Butter [2848],kcal/capita/day,244,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Millet and products [2517],kcal/capita/day,4,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),"Molluscs, Other [2767]",kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Mutton & Goat Meat [2732],kcal/capita/day,54,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Nuts and products [2551],kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Oats [2516],kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),"Oilcrops, Other [2570]",kcal/capita/day,7,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Olives (including preserved) [2563],kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Onions [2602],kcal/capita/day,7,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),"Oranges, Mandarines [2611]",kcal/capita/day,0,Calculated data [Fc]
Mauritania [136],Food supply (kcal/capita/day),Palm Oil [2577],kcal/capita/day,148,Calculated data [Fc]
