Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2006","2006","TJ","13.78769","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2007","2007","TJ","36.750378","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2008","2008","TJ","55.159438","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2009","2009","TJ","79.960162","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2010","2010","TJ","99.950203","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2011","2011","TJ","103.869895","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2012","2012","TJ","115.63004","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2013","2013","TJ","127.810061","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2014","2014","TJ","156.268349","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2015","2015","TJ","185.175494","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2016","2016","TJ","10.648424","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2017","2017","TJ","63.890541","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2018","2018","TJ","247.290923","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2019","2019","TJ","79.761457","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6506","Food Packaging","2020","2020","TJ","322.922419","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","1998","1998","TJ","12.474","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","1999","1999","TJ","24.948","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2000","2000","TJ","37.422","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2001","2001","TJ","49.896","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2002","2002","TJ","69.631353","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2003","2003","TJ","89.366706","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2004","2004","TJ","113.359059","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2005","2005","TJ","137.351412","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2006","2006","TJ","161.343765","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2007","2007","TJ","192.150618","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2008","2008","TJ","301.728471","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2009","2009","TJ","149.236824","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2010","2010","TJ","167.569677","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2011","2011","TJ","154.48653","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2012","2012","TJ","236.49648","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2013","2013","TJ","235.99488","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2014","2014","TJ","254.42868","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2015","2015","TJ","289.048934","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2016","2016","TJ","290.86721","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2017","2017","TJ","262.710927","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2018","2018","TJ","250.419723","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2019","2019","TJ","279.184264","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6508","Food Retail","2020","2020","TJ","261.656175","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2005","2005","TJ","0.18576","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2006","2006","TJ","0.37152","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2007","2007","TJ","0.55728","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2008","2008","TJ","0.74304","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2009","2009","TJ","0.9288","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2010","2010","TJ","1.11456","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2011","2011","TJ","1.30032","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2012","2012","TJ","1.48608","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2013","2013","TJ","1.67184","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2014","2014","TJ","1.8576","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2015","2015","TJ","1.346516","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2016","2016","TJ","1.418413","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2017","2017","TJ","1.490309","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2018","2018","TJ","1.562206","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2019","2019","TJ","1.634102","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6505","Food Household Consumption","2020","2020","TJ","1.705999","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","1998","1998","TJ","12.474","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","1999","1999","TJ","24.948","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2000","2000","TJ","37.422","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2001","2001","TJ","49.896","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2002","2002","TJ","69.631353","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2003","2003","TJ","89.366706","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2004","2004","TJ","113.359059","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2005","2005","TJ","137.537172","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2006","2006","TJ","175.502975","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2007","2007","TJ","229.458276","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2008","2008","TJ","357.630949","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2009","2009","TJ","230.125786","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2010","2010","TJ","268.63444","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2011","2011","TJ","259.656745","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2012","2012","TJ","353.6126","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2013","2013","TJ","365.476781","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2014","2014","TJ","412.554629","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2015","2015","TJ","475.570944","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2016","2016","TJ","302.934047","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2017","2017","TJ","328.091777","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2018","2018","TJ","499.272851","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2019","2019","TJ","360.579824","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2020","2020","TJ","586.284593","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","1998","1998","TJ","12.474","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","1999","1999","TJ","24.948","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2000","2000","TJ","37.422","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2001","2001","TJ","49.896","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2002","2002","TJ","69.631353","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2003","2003","TJ","89.366706","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2004","2004","TJ","113.359059","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2005","2005","TJ","137.537172","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2006","2006","TJ","175.502975","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2007","2007","TJ","229.458276","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2008","2008","TJ","357.630949","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2009","2009","TJ","230.125786","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2010","2010","TJ","268.63444","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2011","2011","TJ","259.656745","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2012","2012","TJ","353.6126","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2013","2013","TJ","365.476781","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2014","2014","TJ","412.554629","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2015","2015","TJ","475.570944","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2016","2016","TJ","302.934047","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2017","2017","TJ","328.091777","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2018","2018","TJ","499.272851","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2019","2019","TJ","360.579824","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","3","Albania","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2020","2020","TJ","586.284593","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","1990","1990","TJ","908.01","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","1991","1991","TJ","1126.605","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","1992","1992","TJ","1580.61","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","1993","1993","TJ","1916.91","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","1994","1994","TJ","1731.945","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","1995","1995","TJ","2068.245","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","1996","1996","TJ","2017.8","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","1997","1997","TJ","1513.35","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","1998","1998","TJ","1597.425","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","1999","1999","TJ","2354.1","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2000","2000","TJ","1950.54","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2001","2001","TJ","2034.615","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2002","2002","TJ","2068.245","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2003","2003","TJ","2135.505","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2004","2004","TJ","295.944","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2005","2005","TJ","591.888","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2006","2006","TJ","887.832","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2007","2007","TJ","1183.776","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2008","2008","TJ","1479.72","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2009","2009","TJ","1775.664","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2010","2010","TJ","2071.608","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2011","2011","TJ","2367.552","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2012","2012","TJ","2663.496","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2013","2013","TJ","2959.44","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2014","2014","TJ","2589.51","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2015","2015","TJ","2808.105","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2016","2016","TJ","2690.4","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2017","2017","TJ","2724.03","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2018","2018","TJ","2724.03","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2019","2019","TJ","2757.66","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6508","Food Retail","2020","2020","TJ","2736.37221","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","1990","1990","TJ","908.01","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","1991","1991","TJ","1126.605","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","1992","1992","TJ","1580.61","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","1993","1993","TJ","1916.91","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","1994","1994","TJ","1731.945","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","1995","1995","TJ","2068.245","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","1996","1996","TJ","2017.8","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","1997","1997","TJ","1513.35","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","1998","1998","TJ","1597.425","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","1999","1999","TJ","2354.1","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2000","2000","TJ","1950.54","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2001","2001","TJ","2034.615","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2002","2002","TJ","2068.245","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2003","2003","TJ","2135.505","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2004","2004","TJ","295.944","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2005","2005","TJ","591.888","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2006","2006","TJ","887.832","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2007","2007","TJ","1183.776","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2008","2008","TJ","1479.72","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2009","2009","TJ","1775.664","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2010","2010","TJ","2071.608","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2011","2011","TJ","2367.552","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2012","2012","TJ","2663.496","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2013","2013","TJ","2959.44","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2014","2014","TJ","2589.51","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2015","2015","TJ","2808.105","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2016","2016","TJ","2690.4","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2017","2017","TJ","2724.03","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2018","2018","TJ","2724.03","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2019","2019","TJ","2757.66","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6517","Pre- and Post- Production","2020","2020","TJ","2736.37221","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","1990","1990","TJ","908.01","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","1991","1991","TJ","1126.605","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","1992","1992","TJ","1580.61","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","1993","1993","TJ","1916.91","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","1994","1994","TJ","1731.945","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","1995","1995","TJ","2068.245","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","1996","1996","TJ","2017.8","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","1997","1997","TJ","1513.35","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","1998","1998","TJ","1597.425","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","1999","1999","TJ","2354.1","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2000","2000","TJ","1950.54","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2001","2001","TJ","2034.615","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2002","2002","TJ","2068.245","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2003","2003","TJ","2135.505","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2004","2004","TJ","295.944","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2005","2005","TJ","591.888","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","9","Argentina","723117","Energy Use (Coal)","6500","Energy Use (Pre- and Post-Production)","2006","2006","TJ","887.832","E","Estimated value"
